Aborcja;http://www.pch24.pl/cbos--wiekszosc-wyborcow-pis-chce-calkowitego-zakazu-aborcji--co-zrobi-prezes-kaczynski-,44298,i.html;Allow
Aborcja;http://www.ordoiuris.pl/ochrona-zycia/analiza-badan-sondazowych-dotyczacych-sprzeciwu-wobec-aborcji-w-latach-2007-2016;Allow
Aborcja;http://www.cbos.pl/PL/publikacje/news/2016/13/newsletter.php;Allow
Aborcja;http://natemat.pl/60751,cbos-od-25-do-35-proc-polek-dokonalo-w-ciagu-swojego-zycia-aborcji-a-liczba-moze-byc-wyzsza-badanie-oddaje-ledwie-wycinek-rzeczy;Allow
Aborcja;http://info.wiara.pl/doc/3517471.CBOS-Opinie-Polakow-o-prawie-dot-aborcji;Allow
Aborcja;http://gosc.pl/doc/3517471.CBOS-Opinie-Polakow-o-prawie-dot-aborcji;Allow
Alkohol;https://whatnext.pl/alkohol-jako-paliwo-samochodow-elektrycznych/;Allow
Alkohol;http://chemfan.pg.gda.pl/Publikacje/AlkoholEtylowy.html;Allow
Alkohol;http://www.gazetapodatkowa.gofin.pl/ewidencja-zakupu-alkoholu-przekazywanego-jako-upominek-2015,artykul,139113.html;Allow
Alkohol;https://pijodpowiedzialnie.pl/ciaza/;Block
Anoreksja;http://www.dobry-dietetyk.pl/2015/01/ile-kilogramow-miesiecznie-mozna-zdrowo-stracic/id-54.html;Allow
Anoreksja;http://artykulypsychologiczne.blogspot.com/p/blog-page.html;Allow
Anoreksja;https://www.zeberka.pl/art/historia-tej-anorektyczki-bije-rekordy-popularnosci-video-36607;Allow
Anoreksja;http://motywajka.blogspot.com/2017/01/moja-historia-anoreksji-1.html;Allow
Anoreksja;https://plus.echodnia.eu/swietokrzyskie/magazyn/a/marta-pokonala-anoreksje-i-bulimie-poznaj-jej-historie,11562270;Allow
Broń & Bomby;http://www.focus.pl/artykul/historia-polskich-sladow-broni-jadrowej;Block
Broń & Bomby;http://wynalazki.andrej.edu.pl/index.php/wynalazki/11-b/54-bron-jadrowa;Block
Broń & Bomby;http://lo.tarnobrzeg.pl/lesser/artykuly/modlitwa-do-bomby-atomowej;Allow
Broń & Bomby;https://kierul.wordpress.com/2013/09/26/werner-heisenberg-i-nazistowska-bomba-dylematy-dobrego-niemca-w-zlych-czasach-1933-1945/;Block
Broń & Bomby;http://blogpublika.com/2016/08/17/16-lipca-1945-r-proba-trinity-pierwsza-w-historii-detonacja-bomby-atomowej/;Block
Czaty online;http://digitalyouth.pl/2016/02/23/jak-zaliczyc-test-turinga/;Block
Czaty online;https://www.spidersweb.pl/2014/06/test-turinga-komputer.html;Allow
